mes_referencia,uf,linha_veiculo,total_contratos,contratos_ativos,contratos_cancelados,valor_total_fipe_protegido
2024-06,SP,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,51317
2024-05,DF,LEVES,1,1,0,138000
2024-05,ES,LEVES,1,1,0,582000
2024-05,GO,MOTOS,1,1,0,78000
2024-05,GO,LEVES,1,1,0,133000
2024-05,MG,LEVES,2,2,0,793000
2024-05,MG,PESADOS,1,0,1,631148
2024-05,MT,LEVES,2,2,0,583000
2024-05,PE,LEVES,1,1,0,181000
2024-05,PR,LEVES,4,3,1,1385160
2024-05,PR,PESADOS,11,0,11,2259291
2024-05,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",12,0,12,433480
2024-05,RS,LEVES,3,3,0,1073000
2024-05,RS,MOTOS,3,3,0,722000
2024-05,RS,PESADOS,2,2,0,793000
2024-05,SC,LEVES,4,4,0,1103000
2024-05,SC,PESADOS,1,0,1,88352
2024-05,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2,0,2,89034
2024-05,SP,LEVES,4,4,0,1273000
2024-05,SP,PESADOS,1,1,0,571000
2024-04,BA,PESADOS,1,0,1,514433
2024-04,ES,LEVES,2,2,0,302000
2024-04,ES,MOTOS,1,1,0,502000
2024-04,GO,LEVES,2,2,0,811000
2024-04,GO,PESADOS,1,1,0,142000
2024-04,GO,MOTOS,1,1,0,338000
2024-04,MG,LEVES,5,5,0,1614000
2024-04,MG,PESADOS,2,1,1,648954
2024-04,MT,MOTOS,1,1,0,148000
2024-04,MT,PESADOS,1,1,0,166000
2024-04,PR,PESADOS,12,3,9,2528119
2024-04,PR,LEVES,2,1,1,387447
2024-04,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",4,0,4,149370
2024-04,RJ,LEVES,2,2,0,614000
2024-04,RJ,PESADOS,1,1,0,508000
2024-04,RS,LEVES,2,2,0,515000
2024-04,RS,PESADOS,4,2,2,1279124
2024-04,SC,LEVES,3,2,1,961284
2024-04,SC,MOTOS,1,1,0,102000
2024-04,SC,PESADOS,2,0,2,488785
2024-04,SP,LEVES,4,4,0,1671000
2024-04,SP,PESADOS,4,2,2,1411231
2024-04,SP,MOTOS,2,2,0,914000
2024-04,SP,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,25384
2024-03,BA,LEVES,1,1,0,156000
2024-03,DF,LEVES,1,1,0,227000
2024-03,ES,LEVES,1,1,0,264000
2024-03,ES,MOTOS,1,1,0,269000
2024-03,GO,MOTOS,2,2,0,532000
2024-03,GO,LEVES,1,1,0,271000
2024-03,GO,PESADOS,1,1,0,134000
2024-03,MG,PESADOS,2,2,0,922000
2024-03,MG,LEVES,1,1,0,73000
2024-03,MT,PESADOS,3,3,0,1154000
2024-03,PR,PESADOS,14,0,14,1787025
2024-03,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",6,0,6,290267
2024-03,PR,LEVES,1,0,1,12630
2024-03,RJ,LEVES,1,1,0,61000
2024-03,RS,PESADOS,3,2,1,594544
2024-03,RS,LEVES,1,1,0,592000
2024-03,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2,0,2,40701
2024-03,SC,PESADOS,6,4,2,1128948
2024-03,SC,MOTOS,4,4,0,1151000
2024-03,SC,LEVES,3,2,1,1003598
2024-03,SP,LEVES,2,2,0,530000
2024-03,SP,PESADOS,2,1,1,112000
2024-03,SP,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,118068
2024-02,BA,MOTOS,1,1,0,534000
2024-02,BA,PESADOS,1,1,0,46000
2024-02,CE,LEVES,1,1,0,120000
2024-02,ES,LEVES,2,2,0,904000
2024-02,ES,PESADOS,1,1,0,587000
2024-02,MG,LEVES,3,2,1,958270
2024-02,MG,PESADOS,1,1,0,480000
2024-02,MS,PESADOS,1,1,0,371000
2024-02,MT,MOTOS,1,1,0,123000
2024-02,PE,LEVES,2,2,0,436000
2024-02,PR,LEVES,5,1,4,721748
2024-02,PR,MOTOS,1,1,0,441000
2024-02,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",6,0,6,400791
2024-02,PR,PESADOS,8,0,8,2001117
2024-02,PR,CARRETAS,1,0,1,289000
2024-02,RJ,LEVES,2,2,0,864000
2024-02,RJ,PESADOS,1,1,0,542000
2024-02,RS,LEVES,5,3,2,1338884
2024-02,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2,0,2,106727
2024-02,SC,LEVES,4,4,0,1273000
2024-02,SC,PESADOS,2,0,2,224034
2024-02,SP,LEVES,1,1,0,407000
2024-02,SP,MOTOS,1,1,0,516000
2024-02,SP,PESADOS,2,0,2,612433
2024-02,SP,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,33648
2024-01,,PESADOS,1,0,1,70000
2024-01,BA,LEVES,2,2,0,1004000
2024-01,BA,MOTOS,1,1,0,163000
2024-01,BA,PESADOS,1,1,0,192000
2024-01,GO,LEVES,2,2,0,473000
2024-01,GO,PESADOS,1,1,0,420000
2024-01,MG,LEVES,2,2,0,687000
2024-01,MS,LEVES,1,1,0,353000
2024-01,PE,LEVES,3,3,0,1278000
2024-01,PE,MOTOS,1,1,0,442000
2024-01,PR,LEVES,6,4,2,1812152
2024-01,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",6,0,6,399650
2024-01,PR,PESADOS,7,0,7,1681632
2024-01,RJ,LEVES,1,1,0,205000
2024-01,RJ,MOTOS,1,1,0,89000
2024-01,RS,LEVES,2,2,0,459000
2024-01,RS,PESADOS,3,1,2,869943
2024-01,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,38470
2024-01,SC,LEVES,2,2,0,382000
2024-01,SC,PESADOS,2,1,1,174000
2024-01,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,86063
2024-01,SP,LEVES,4,4,0,1165000
2024-01,SP,PESADOS,4,4,0,895000
2024-01,SP,MOTOS,1,1,0,566000
2023-12,BA,PESADOS,1,0,1,230000
2023-12,GO,LEVES,1,1,0,131000
2023-12,GO,PESADOS,1,0,1,60000
2023-12,MS,LEVES,1,1,0,164000
2023-12,MS,MOTOS,1,1,0,310000
2023-12,MT,MOTOS,1,1,0,593000
2023-12,MT,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,32605
2023-12,PR,LEVES,3,2,1,417463
2023-12,PR,PESADOS,13,1,12,2578796
2023-12,PR,MOTOS,1,1,0,142000
2023-12,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",7,0,7,427327
2023-12,RJ,MOTOS,1,1,0,428000
2023-12,RJ,LEVES,1,1,0,215000
2023-12,RS,PESADOS,5,1,4,1386733
2023-12,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,74568
2023-12,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,36142
2023-12,SP,LEVES,1,1,0,493000
2023-12,SP,MOTOS,1,1,0,178000
2023-12,SP,PESADOS,3,0,3,1153374
2023-12,SP,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2,0,2,139442
2023-11,BA,PESADOS,1,1,0,32000
2023-11,ES,LEVES,1,1,0,140000
2023-11,ES,MOTOS,1,1,0,161000
2023-11,MG,LEVES,1,1,0,559000
2023-11,MS,PESADOS,1,1,0,258000
2023-11,MT,LEVES,1,1,0,94000
2023-11,PE,MOTOS,1,1,0,18000
2023-11,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",7,0,7,346959
2023-11,PR,PESADOS,8,0,8,3224242
2023-11,RJ,MOTOS,2,2,0,471000
2023-11,RJ,LEVES,1,1,0,222000
2023-11,RS,PESADOS,2,0,2,1225400
2023-11,SC,PESADOS,2,0,2,871337
2023-11,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,27629
2023-11,SP,PESADOS,2,2,0,628000
2023-11,SP,LEVES,1,1,0,489000
2023-11,SP,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,39688
2023-10,BA,LEVES,1,1,0,308000
2023-10,MG,LEVES,1,1,0,442000
2023-10,MG,MOTOS,1,1,0,421000
2023-10,MS,LEVES,1,1,0,134000
2023-10,MT,MOTOS,1,1,0,374000
2023-10,PE,LEVES,3,3,0,1261000
2023-10,PR,PESADOS,25,2,23,5364764
2023-10,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",9,0,9,510979
2023-10,RS,PESADOS,2,0,2,1002375
2023-10,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2,0,2,68235
2023-10,SC,PESADOS,3,1,2,169944
2023-10,SC,LEVES,1,1,0,227000
2023-10,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,29584
2023-10,SP,PESADOS,3,0,3,1030541
2023-09,ES,LEVES,1,1,0,90000
2023-09,ES,PESADOS,1,1,0,28000
2023-09,GO,MOTOS,1,1,0,504000
2023-09,MG,PESADOS,1,1,0,457000
2023-09,MS,PESADOS,2,2,0,572000
2023-09,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,68959
2023-09,PR,PESADOS,2,0,2,188829
2023-09,RJ,MOTOS,1,1,0,566000
2023-09,RS,MOTOS,2,2,0,530000
2023-09,RS,PESADOS,1,1,0,40000
2023-09,RS,LEVES,1,1,0,420000
2023-09,SC,PESADOS,2,2,0,569000
2023-09,SC,LEVES,2,2,0,865000
2023-09,SP,LEVES,1,1,0,408000
2023-08,CE,LEVES,1,1,0,426000
2023-08,DF,LEVES,1,1,0,509000
2023-08,MG,PESADOS,2,2,0,410000
2023-08,MG,MOTOS,1,1,0,552000
2023-08,MS,MOTOS,3,3,0,970000
2023-08,PE,MOTOS,1,1,0,413000
2023-08,PE,LEVES,1,1,0,118000
2023-08,PR,LEVES,1,1,0,138000
2023-08,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,27782
2023-08,RS,PESADOS,2,2,0,519000
2023-08,RS,LEVES,1,1,0,426000
2023-08,SP,PESADOS,1,1,0,235000
2023-08,SP,LEVES,1,1,0,577000
2023-07,BA,LEVES,2,2,0,219000
2023-07,DF,LEVES,1,1,0,281000
2023-07,ES,LEVES,2,2,0,525000
2023-07,GO,MOTOS,1,1,0,348000
2023-07,GO,PESADOS,1,0,1,91666.66
2023-07,MG,LEVES,1,1,0,562000
2023-07,MS,PESADOS,1,1,0,181000
2023-07,MT,LEVES,2,2,0,470000
2023-07,MT,PESADOS,2,2,0,769000
2023-07,PR,PESADOS,12,0,12,1982505
2023-07,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,37652
2023-07,RS,PESADOS,2,0,2,230000
2023-07,SC,PESADOS,5,2,3,786329
2023-07,SC,LEVES,2,2,0,772000
2023-07,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,125378
2023-07,SP,PESADOS,1,1,0,139000
2023-07,SP,MOTOS,1,1,0,241000
2023-06,BA,LEVES,2,2,0,707000
2023-06,BA,PESADOS,1,1,0,75000
2023-06,MG,PESADOS,1,1,0,59000
2023-06,MS,PESADOS,1,1,0,561000
2023-06,MS,LEVES,1,1,0,478000
2023-06,MT,LEVES,1,1,0,257000
2023-06,PE,LEVES,1,1,0,313000
2023-06,PR,PESADOS,5,2,3,1696197
2023-06,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",4,0,4,328258
2023-06,PR,LEVES,1,0,1,49216
2023-06,RJ,PESADOS,1,1,0,370000
2023-06,RJ,LEVES,1,1,0,496000
2023-06,RS,MOTOS,1,1,0,135000
2023-06,SC,LEVES,2,2,0,423000
2023-06,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,46455
2023-06,SP,LEVES,3,3,0,795000
2023-06,SP,PESADOS,1,1,0,554000
2023-06,SP,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,30429
2023-05,BA,PESADOS,3,3,0,967000
2023-05,DF,MOTOS,1,1,0,356000
2023-05,GO,LEVES,1,1,0,386000
2023-05,MS,MOTOS,1,1,0,360000
2023-05,MS,LEVES,1,1,0,37000
2023-05,PE,PESADOS,1,1,0,519000
2023-05,PR,PESADOS,2,2,0,184000
2023-05,PR,LEVES,1,0,1,52636
2023-05,RJ,LEVES,1,1,0,104000
2023-05,RS,LEVES,1,1,0,343000
2023-05,SP,LEVES,3,3,0,614000
2023-04,BA,LEVES,1,1,0,99000
2023-04,MG,PESADOS,1,1,0,574000
2023-04,MG,LEVES,1,1,0,361000
2023-04,MS,PESADOS,1,1,0,136000
2023-04,MS,MOTOS,1,1,0,220000
2023-04,PE,LEVES,1,1,0,474000
2023-04,PR,MOTOS,1,1,0,237000
2023-04,RS,PESADOS,1,1,0,44000
2023-04,RS,LEVES,1,0,1,41896
2023-04,SC,PESADOS,3,3,0,1104000
2023-04,SC,LEVES,2,2,0,85000
2023-04,SP,LEVES,1,1,0,589000
2023-03,ES,LEVES,3,3,0,444000
2023-03,ES,PESADOS,1,1,0,193000
2023-03,MG,PESADOS,1,1,0,424000
2023-03,MS,LEVES,1,1,0,174000
2023-03,MS,MOTOS,1,1,0,107000
2023-03,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,38282
2023-03,SC,LEVES,1,1,0,112000
2023-03,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,50006
2023-03,SP,LEVES,1,1,0,478000
2023-03,SP,PESADOS,1,1,0,194000
2023-02,ES,PESADOS,2,2,0,985000
2023-02,GO,LEVES,2,2,0,639000
2023-02,GO,MOTOS,1,1,0,367000
2023-02,MG,LEVES,1,1,0,91000
2023-02,MS,PESADOS,1,1,0,88000
2023-02,PE,PESADOS,1,1,0,35000
2023-02,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2,0,2,65430
2023-02,RO,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,27009
2023-02,RS,PESADOS,1,1,0,460000
2023-02,SC,LEVES,3,3,0,882000
2023-02,SP,LEVES,1,1,0,318000
2023-01,DF,MOTOS,1,1,0,379000
2023-01,DF,LEVES,1,1,0,467000
2023-01,ES,LEVES,1,1,0,148000
2023-01,GO,LEVES,1,1,0,331000
2023-01,MT,PESADOS,1,1,0,82000
2023-01,MT,MOTOS,1,1,0,320000
2023-01,PR,MOTOS,1,1,0,181000
2023-01,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,83026
2023-01,RJ,LEVES,2,2,0,679000
2023-01,RS,LEVES,2,2,0,311000
2023-01,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,44461
2023-01,SC,PESADOS,2,2,0,451000
2023-01,SP,LEVES,1,1,0,343000
2022-12,SP,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,70647
2022-11,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",4,0,4,187289
2022-11,RO,LEVES,1,0,1,44352
2022-11,SP,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,28790
2022-10,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",3,0,3,159058
2022-10,PR,LEVES,1,0,1,47639
2022-10,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,12543
2022-09,MS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,59947
2022-09,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",3,0,3,162418
2022-08,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,54833
2022-08,RS,LEVES,1,0,1,33982
2022-07,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,54750
2022-05,SP,LEVES,1,0,1,22006
2022-02,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2,0,2,75487
2022-01,GO,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,40272
2022-01,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",4,0,4,207132
2022-01,PR,LEVES,1,0,1,48923
2022-01,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,26427
2021-12,MG,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,51829
2021-12,PR,LEVES,1,0,1,40035
2021-11,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",5,0,5,209494
2021-11,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,29240
2021-10,SC,LEVES,1,0,1,54447
