id_instalacao,id_associado,id_veiculo,id_dispositivo,id_instalador,data_contrato,status_contrato,valor_instalacao,data_envio,data_entrega,status_envio,status_instalacao,termo_assinado,cidade_entrega,uf_entrega,ingested_at
0d4df837c2440d0053ddf53fc28bae85,1faf2c3de005d4219ace14a6f65b3b3f,37c6a1a1c51a19bdde40ac31c40e7d8e,2d8a0e64b124157da6aff8b0c3389e56,09e633d9690d8e5836ce75b81d2627a0,2025-10-13,ATIVO,80,2025-10-17,2025-10-24,ENTREGUE,INSTALADO,SIM,Clevelândia,PR,2026-02-05 01:54:33.557723 UTC
91cb9b2f249573fae6beced2aa9910e9,e0ecf9ac87497a4c43baad1b5a2014ee,3f389de4576ce695f9f7050bef9ed8bd,238203a1ce651897d29116eb0eb68aa5,09e633d9690d8e5836ce75b81d2627a0,2025-09-29,ATIVO,80,2025-10-02,2025-10-09,ENTREGUE,INSTALADO,SIM,Clevelândia,PR,2026-02-05 01:54:33.557723 UTC
612c304ce1617ba55d5c4e6dbd84ba43,da04392dffb8e777496128d970176b18,bcd04d32adb405bf2fc43c58d357d879,1d4c726045fbb37d47c27469c6f3ec0e,09e633d9690d8e5836ce75b81d2627a0,2025-08-10,INATIVO,80,2025-08-19,2025-08-23,ENTREGUE,PENDENTE,NÃO,Clevelândia,PR,2026-02-05 01:54:33.557723 UTC
741d00ba5b838b1b60a3a7a7205755c7,b3f153e636dd817476f63d3840ac6c82,f1f868771e5f9470c3356c2ac51f4a0f,8578baed904e5fe7253d30e1e42bab97,09e633d9690d8e5836ce75b81d2627a0,2025-05-30,ATIVO,80,2025-09-05,2025-09-13,ENTREGUE,INSTALADO,SIM,Clevelândia,PR,2026-02-05 01:54:33.557723 UTC
08c2d4e52d74ce95cd5bdb23b0dca3c1,b42e96df5e4b24f669ec395ba0a3de77,095ee6a1acad53e6ed7ccd9503570427,f8d7cfe41b01dfd83c377c783cc166f7,09e633d9690d8e5836ce75b81d2627a0,2025-09-29,ATIVO,80,2025-10-01,2025-10-08,ENTREGUE,INSTALADO,SIM,Clevelândia,PR,2026-02-05 01:54:33.557723 UTC
45545f392174ac14dd7b4c413a1cab48,4cc143afdcd7202655af84c6072c953f,fe5edd3cf9153e292f58861525a4133c,71b08e5d08b3e476e2536cd6cade7764,09e633d9690d8e5836ce75b81d2627a0,2025-06-27,ATIVO,80,2025-09-04,2025-09-13,ENTREGUE,INSTALADO,SIM,Clevelândia,PR,2026-02-05 01:54:33.557723 UTC
d56e0b4c799a0882dda1f3c543ecac5f,1923f34f47d2294e909a6ffad83a9c5b,23b8f949c52905961d1d25a30dffc06d,f190e9124fa835a3bfee132f04d64f52,09e633d9690d8e5836ce75b81d2627a0,2025-07-15,INATIVO,80,2025-07-16,2025-07-23,ENTREGUE,INSTALADO,SIM,Clevelândia,PR,2026-02-05 01:54:33.557723 UTC
499ec6aba0b037614d5449713903ff69,bddba89aa29fefd6608a3f2535368934,6acba5e074d913a022e9afa7844b67f5,2afc35b6737430e5e28858e347971b5b,0b2db234a803cb0106a5b5b11320c93a,2024-01-20,INATIVO,130,2024-01-29,2024-02-08,ENTREGUE,INSTALADO,SIM,Fortaleza,CE,2026-02-05 01:54:33.557723 UTC
5dd065b611448bb4182be5871b500bc3,3f3595bc0acacdc8f7f1c91feb1a9cc6,f0e14783f6dbde484f38756e895820de,a72babe2965b61f12f719f5d0085ee77,0d8fb7e5c7e5b1fced34550526b704fa,2023-01-04,ATIVO,80,2023-01-12,2023-01-16,ENTREGUE,INSTALADO,SIM,Vilhena,RO,2026-02-11 17:38:18.022828 UTC
b5d1e1219a0f1595c777d5133d2afe36,31fc94c6fc139d1da91fdce508669438,883f10b6d6a008ebb1aacdd52e90c354,44781347bcd830139f91c83b9852a0ff,0d8fb7e5c7e5b1fced34550526b704fa,2025-02-15,INATIVO,80,2025-02-18,2025-03-02,ENTREGUE,INSTALADO,NÃO,Vilhena,RO,2026-02-05 01:54:33.557723 UTC
df6687b840c6764e541ff4a66860b21a,20e26c13b5235e4d38c397a80efb1ce3,50e966422f8aff5c10fef5b92c603d5c,9a1accc416367787425ae89950d39255,0d8fb7e5c7e5b1fced34550526b704fa,2025-11-28,ATIVO,80,2025-12-01,2025-12-08,ENTREGUE,INSTALADO,SIM,Vilhena,RO,2026-02-05 01:54:33.557723 UTC
594cf42950c84f8f6a6a84b0ad1c3250,123da1119ad69d5e5f7b50ac31fa0ffa,4735a9af67fb0acb5016c0cdf5972986,57f067a692774e0a8e0d7aa1941b1e46,0d8fb7e5c7e5b1fced34550526b704fa,2023-02-17,INATIVO,80,2023-02-26,2023-03-01,ENTREGUE,INSTALADO,SIM,Vilhena,RO,2026-02-05 01:54:33.557723 UTC
e6a2e9ceca6b538ba228834593e1ee3d,23347ce88d104a9cfee1029e9caa3d8b,806d5eed6cb05e4d949af5098889d5ad,3d2888e199a8fb9fe014ab67bcf28f64,0d8fb7e5c7e5b1fced34550526b704fa,2025-08-18,ATIVO,80,2025-08-19,2025-08-26,ENTREGUE,INSTALADO,SIM,Vilhena,RO,2026-02-05 01:54:33.557723 UTC
6a343f42ac15342b9bfcc41866c7d1a1,b8a255a3184a84679b2984739b3395d0,ac0fa300732ed0c53966a0e4589c7514,09692ecdddf54b70c6de5d28ac508541,0d8fb7e5c7e5b1fced34550526b704fa,2025-08-18,ATIVO,80,2025-08-21,2025-08-28,ENTREGUE,INSTALADO,SIM,Vilhena,RO,2026-02-05 01:54:33.557723 UTC
367012ac0065de76cdc2caddfefb70c9,c69028c88f9491e0f512177f2b3514cf,7f0ef43216f6a8798f3cd5e1e104c79a,aea728f013011d66c5413fe7e4b965eb,0d8fb7e5c7e5b1fced34550526b704fa,2022-11-08,INATIVO,80,2022-11-10,2022-11-19,ENTREGUE,INSTALADO,SIM,Vilhena,RO,2026-02-05 01:54:33.557723 UTC
1ab69da76589241c6a8f2bc3505f98ac,15db16bc7dbf6475c7cdd3a80eb55f08,7a3f4c255f04b6b064a4912912aab180,9fe36ba0841f67953d9a332b7aea8fc3,0d8fb7e5c7e5b1fced34550526b704fa,2025-05-22,INADIMPLENTE,80,2025-05-30,2025-06-09,ENTREGUE,INSTALADO,SIM,Vilhena,RO,2026-02-05 01:54:33.557723 UTC
77f6d1ddedb90e771e211e11c540e58a,008e2a1687bb63c122df4cf9a8712f78,ecb9fd42654bec649a33c4266d60ad9d,cb10900ac85336ac0b1d7e1bb17bd09b,0d8fb7e5c7e5b1fced34550526b704fa,2024-12-17,ATIVO,80,2024-12-18,2024-12-27,ENTREGUE,INSTALADO,SIM,Vilhena,RO,2026-02-11 17:38:17.998250 UTC
2ca4552bc565e5f4f6609b1dd5af34cb,7fd2ebd74a1dca3b9a80f8e2fa76d874,2c042e0239f00a3ac2f5d0de72df1da6,a4e90f99ed6dacca174e2e1814af56a1,0d8fb7e5c7e5b1fced34550526b704fa,2025-05-23,ATIVO,80,2025-05-25,2025-06-01,ENTREGUE,INSTALADO,SIM,Vilhena,RO,2026-02-05 01:54:33.557723 UTC
230ffc933763389933c6a5651b426e5e,18ce85a0660a033624de826293746348,f1d54293a277c3710640b616f9f85f1e,1f12c2c2287dbf31fdd2fd7b658ae580,0d8fb7e5c7e5b1fced34550526b704fa,2025-03-13,ATIVO,80,2025-03-16,2025-03-26,ENTREGUE,INSTALADO,SIM,Vilhena,RO,2026-02-11 17:38:18.003943 UTC
816e434b6017d52a1bf2aee328718e85,d304739132203f2188372b156689452e,5e272c321001ffd375abd074f92354af,ece6c287e0af74b7995c2f79995ac0c3,0d8fb7e5c7e5b1fced34550526b704fa,2024-11-10,INATIVO,80,2024-11-19,2024-11-26,ENTREGUE,INSTALADO,SIM,Vilhena,RO,2026-02-05 01:54:33.557723 UTC
45696617d03fbb1942c88edd029f802c,997033b1f967615c2368ed5dd7fea951,8071ee084a712c761bd557712aee410a,935ff094b88fdf175f9077106708d8d0,0d8fb7e5c7e5b1fced34550526b704fa,2024-12-02,INATIVO,80,2024-12-04,2024-12-10,ENTREGUE,INSTALADO,SIM,Vilhena,RO,2026-02-05 01:54:33.557723 UTC
68aa139adc597f0cd3d33757cf38a054,01699d5d6ec72cdb17934f193515eac1,6e3ded26710652e96c1c4238215227e1,af9e676a12498ae1c47835d4a529cedb,12388ebc5d1fd3f6f5290db75955f210,2025-07-09,ATIVO,90,2025-07-14,2025-07-18,ENTREGUE,INSTALADO,SIM,Feira De Santana,BA,2026-02-11 17:35:21.303555 UTC
7f9e9d5a2bbfbf2134d97f461ff81db0,c1f649a2680fc3219c9944065245b359,562426ddb30562cbce23512450501546,6662274b5c1bf69e6ee7d69f53b0eb05,12388ebc5d1fd3f6f5290db75955f210,2023-05-05,ATIVO,150,2023-05-08,2023-05-23,ENTREGUE,INSTALADO,SIM,Feira De Santana,BA,2026-02-11 17:38:18.022383 UTC
df3db657ed7053057b615b9a6de38e33,4c78380f79fed12be3b9d7f734050ed4,6d67bb0531cc2730e4a229e383af1199,765cc8c70c4af2fc24951747b4ffc6c6,12388ebc5d1fd3f6f5290db75955f210,2023-11-22,ATIVO,150,2023-11-28,2023-12-05,ENTREGUE,INSTALADO,SIM,Feira De Santana,BA,2026-02-11 17:38:18.049478 UTC
d7c266dbc9dbd9d4314a4f311c8cf20a,1e5f908f28587cfaf20000b53a958ac3,9b74c684af33bba5aec778956232107c,68db42f5667e943c8873bcc066800a6b,12388ebc5d1fd3f6f5290db75955f210,2025-09-29,ATIVO,90,2025-10-06,2025-10-12,ENTREGUE,INSTALADO,SIM,Feira De Santana,BA,2026-02-11 17:35:21.303772 UTC
baef154ff5f970d071d3b2dc78783586,133fc10fa69491183cd8d11def868c53,cad5b0d5042fc1112aae2b766faf740f,9a5b1f4e37615f1c97acb54656836f6d,147a52710577d968df89ea414899542d,2026-01-20,ATIVO,120,2026-01-25,2026-02-05,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-05 01:54:33.557723 UTC
790a84bc9fe65ac9497ddc43831557d4,ff065398a3f70b15da3c7a5a0e30c028,0bfda2f0d518fbb2b39198b4f94dc9e7,412a2f2df5b6e3adc4adc3702fd0737a,147a52710577d968df89ea414899542d,2025-12-28,ATIVO,120,2026-01-06,2026-01-19,ENTREGUE,INSTALADO,NÃO,Caxias Do Sul,RS,2026-02-11 17:38:18.001359 UTC
9534efe8310af19b60e59ae877382132,174ba16953a1403656fe1e1ad39e852c,c72e9942214923a560cad75ad24fb8b3,37f14dc39a531235d4e100e215b3a080,147a52710577d968df89ea414899542d,2023-12-22,INATIVO,120,2023-12-29,2024-01-01,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-05 01:54:33.557723 UTC
d358a143a0c601344d926fbe3c829cd9,258ddeb7cfa72055f8d267d346f73896,48c06056f344182b7cdfd9392b96edf6,4b2a09c2818381cc8cdfea5bc98e1e7d,147a52710577d968df89ea414899542d,2024-01-24,INATIVO,180,2024-01-25,2024-02-08,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-05 01:54:33.557723 UTC
56343ed4362931fe8618854bfde7288e,d9a6801bb2d3e5828f05f2da2c1143c2,12e06f3c3c01e21f1b57561e92d8449c,bf85ce113f9e56f33177e3ef175fd38c,147a52710577d968df89ea414899542d,2024-11-10,ATIVO,120,2024-11-17,2024-11-29,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-11 17:38:17.984939 UTC
9172e9963ec0278b20c673d70558b320,9f66dfcbda70e45b834dca42be1bee25,2286d8345638f9db6a2ba33c5138c0e9,b0a963e7def87eae8725065de370f6b7,147a52710577d968df89ea414899542d,2025-07-11,INATIVO,120,2025-07-13,2025-07-26,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-05 01:54:33.557723 UTC
d1562bc356842691aa668745ed90f929,eeb9d0936bf47e6685fa62523842cfcf,c5e8bf201ee113af1736a810c959723a,144090e8c34443c433d0c74a4413a604,147a52710577d968df89ea414899542d,2024-01-24,INATIVO,120,2024-01-31,2024-02-06,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-05 01:54:33.557723 UTC
5a20b659bc522a96ef526fb9cf30421f,84a0c1301b0fc4b05d33019fce703bce,e915e1e1ae9306715fc2998e19f16059,9ce02f58b508b3e95c1af74e3136d14a,147a52710577d968df89ea414899542d,2024-12-17,INATIVO,120,2024-12-19,2024-12-26,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-05 01:54:33.557723 UTC
80e1b720e648cb275306d1bdb15a7e51,779101b71d0fa055a9a92d2d9fe98417,1a945ef999d442a4e5fc42c8b2f8c321,b271c7ef142bc40229fa465ccc554a85,147a52710577d968df89ea414899542d,2025-05-30,ATIVO,120,2025-06-02,2025-06-13,ENTREGUE,PENDENTE,NÃO,Caxias Do Sul,RS,2026-02-11 17:35:21.293381 UTC
850830c63f93b915284b4f0cf4e750b8,19e48d93240c2be9df6957bd9db4c85a,dfbd8adda8747bfd498932d90984c6d1,b7208181ba50fa80548d5d2e4b7a54de,147a52710577d968df89ea414899542d,2025-11-18,ATIVO,120,2025-11-22,2025-11-27,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-11 17:35:21.280280 UTC
65a33dc0bde2320c4623e0155becfb71,565ae18845559b7ffcb0b2895532b42f,9e212e1851b4f9b3ad87193a445fb94e,157a8aa2b4d8a2fa164f23ddd40d9b03,147a52710577d968df89ea414899542d,2024-10-23,INATIVO,180,2024-10-27,2024-10-30,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-05 01:54:33.557723 UTC
7da9ddac307789ff4ee7e4da3c88182a,642c064a917e31db2f6b0c6cb32d06e9,4a1207190a88406502fee706182db6b0,53d85aa38cdf67af4f9dbd3ff3244fe9,147a52710577d968df89ea414899542d,2025-05-04,ATIVO,180,2025-05-08,2025-05-18,ENTREGUE,PENDENTE,NÃO,Caxias Do Sul,RS,2026-02-11 17:35:21.326901 UTC
4c9f80551cb470549f42e70bb6867a20,e1b8214a97b60b335ba40c942628da5e,4d245f2a8e8c94c910b6c8669cff5011,e2bfa417453e84303aa692888e472ede,147a52710577d968df89ea414899542d,2025-05-29,ATIVO,120,2025-06-07,2025-06-18,ENTREGUE,PENDENTE,NÃO,Caxias Do Sul,RS,2026-02-11 17:35:21.314529 UTC
35750e54a10126cd0b2f9dde8c3b870d,aab7d84636ab848ef292c0886b77efc5,37771d3beba52f6e2c61482bb8f935e1,b38695f6618b27d904e19a7a7d8172f5,147a52710577d968df89ea414899542d,2024-06-25,ATIVO,120,2024-07-03,2024-07-16,ENTREGUE,PENDENTE,NÃO,Caxias Do Sul,RS,2026-02-11 17:38:17.991754 UTC
ec01c71956c5f6a10bcf7f9eca1952c3,3595c197f977e0a02ba3d461ac611ab9,6c5c65a647f48ee3bf817839649e1b78,b1f5614f65dfefbc088ad9224511b9ae,147a52710577d968df89ea414899542d,2023-09-09,ATIVO,120,2023-09-14,2023-09-24,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-11 17:38:18.030317 UTC
5e757b8c4151fbeb8707dce2519fe1f2,073c8da2e81d04be005c4ad9cf029db8,72133c01c783eb3b8da90ebc4f087d99,4b1ee4f947a99d65ae11aa867d70b6af,147a52710577d968df89ea414899542d,2024-04-29,ATIVO,120,2024-05-07,2024-05-15,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-11 17:38:18.010038 UTC
8abff439a362c9816802b73b4e2fca51,e4e5d4ff281edae9ff6512de5ee61d1f,24f16071d20cccbd36526908f980ad4d,80bbef3c84dff8f303fae7473baeabf5,147a52710577d968df89ea414899542d,2023-11-07,INATIVO,180,2023-11-15,2023-11-18,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-05 01:54:33.557723 UTC
0bd780a368bc0d7ba32fab2fce75dc5c,b07d10b7eb31cb7f474e4e0c198fdcdd,2d2bb0772caf8fa65256fd4f472e15a8,d30e54bfabc99c9b4f3c7aefbbb2daea,147a52710577d968df89ea414899542d,2023-01-26,ATIVO,120,2023-02-05,2023-02-20,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-11 17:38:18.015211 UTC
02072e37ab22d13465754b457448ad96,63d2a8cd133abdc6342034780d2fe42e,10974a61e7c90359b5905c28c5b6b225,3dd109813f3b80adbf7abc4210294834,147a52710577d968df89ea414899542d,2024-08-30,ATIVO,120,2024-09-07,2024-09-13,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-11 17:38:18.014341 UTC
78a92e1ec4c12ad09ce36b0ac43c9fbd,eaaf36182c964a50b4a2b40340ae9593,2ab7087c69a41e67dff8ce1bdf275ea6,639b110b381fae6b86d9ff03257eb9bb,147a52710577d968df89ea414899542d,2024-02-28,ATIVO,120,2024-03-06,2024-03-10,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-11 17:35:21.274537 UTC
5f2106fbd2fae6151d84b53bb5fbed1b,ae8c96b602f07853bb8708e556aa54b6,0fd6015b8c75c41d20a72be329838a2d,82d4a4b2edc4254f5cb2355ee81afcfc,147a52710577d968df89ea414899542d,2024-05-03,ATIVO,120,2024-05-04,2024-05-16,ENTREGUE,PENDENTE,NÃO,Caxias Do Sul,RS,2026-02-11 17:35:21.274975 UTC
9ce7a3836548aa83823df614ffe7dde5,619a7027bc09574514776835e78c1fa9,e9a03111668d2b61add8291b236ba07c,38c62b72a5a8af29fbacfdc864ba8c05,147a52710577d968df89ea414899542d,2024-10-17,INATIVO,180,2024-10-19,2024-10-25,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-05 01:54:33.557723 UTC
f244f4a4d477c1d4a6f27915b5cc08a1,bab7303d59b9b284a760223ae737d01f,4d9a4e0c941667daecbfb9e883a3ec14,d7f589b56571f12abab79ef7aa5d3931,147a52710577d968df89ea414899542d,2025-06-17,ATIVO,120,2025-06-27,2025-07-02,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-11 17:38:18.007921 UTC
a52202af6f8702f6ccc71d6aed8738c4,85a2a4c84efd37cce71a448916321fbc,7e1048a0c0fcc6dcf03ff3fceec0444a,f98fc0cb338cb48b44a06605b284b795,147a52710577d968df89ea414899542d,2023-07-24,INATIVO,120,2023-07-29,2023-08-08,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-05 01:54:33.557723 UTC
f4c49b36f2ec5f9f1ba1734b641fce20,9e42f08e67bc634279debb7e1088b4b9,1c8547719cb90239c59f7be40504fc59,b4856356cf9bab8ae42157ae606b95ce,147a52710577d968df89ea414899542d,2024-02-08,ATIVO,120,2024-02-17,2024-03-03,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-11 17:38:17.990207 UTC
bc85f10263bb50faa95a43ce6481fcb5,f040fb8d0794f9d555f2a638a3fc430a,c780d41c094373deed7e3b2567e6c036,e070985b7d52cdf99998aa70283ccf6b,147a52710577d968df89ea414899542d,2023-08-21,ATIVO,120,2023-08-31,2023-09-06,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-11 17:38:17.999283 UTC
2c36e64ddeae9d20dae54e60706a497f,810dff7a908e468de6b02a9e5b002765,836421122ba9b211c8f9452bb486a7f2,acf1710b34853ccdead42e357417dcf6,147a52710577d968df89ea414899542d,2024-08-06,INATIVO,180,2024-08-16,2024-08-28,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-05 01:54:33.557723 UTC
bf08bad4f2ac4c72283528ea2c6166b8,12afa722af9efe7efc90712641260d1c,00ad565317b356a14103fd665e51b318,d8103b9ee07e2d527c0f33379014ba53,147a52710577d968df89ea414899542d,2025-07-20,ATIVO,120,2025-07-25,2025-08-03,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-05 01:54:33.557723 UTC
b8619f04543d61006a8893771876ceb0,8edd311b6e171c2ec04607c46a08ecd0,7327b3f96dd10397d71a32c354e4433e,1a7c4b79aee21adefc9b6bd1224cd795,147a52710577d968df89ea414899542d,2022-10-26,INATIVO,120,2022-11-03,2022-11-09,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-05 01:54:33.557723 UTC
3beca303db3798179865c28f57abbf21,2617b572fb8f8ab826093a86cbc0d15f,adcfd0b9eb0aab4f1890bcb238b01469,df360b71b393894af821161adacae2b2,147a52710577d968df89ea414899542d,2024-03-23,ATIVO,180,2024-03-30,2024-04-03,ENTREGUE,PENDENTE,NÃO,Caxias Do Sul,RS,2026-02-11 17:35:21.282744 UTC
1786b8fd6fff5d6135e9f5592092138d,9723b2695ebbc2fc54f0279beae1f6e4,ae75e1fd6019ed3770310dc1fc71361d,b6199ce3b30a40019efc9ee1da6f93f1,147a52710577d968df89ea414899542d,2025-11-25,ATIVO,120,2025-12-05,2025-12-13,ENTREGUE,INSTALADO,SIM,Caxias Do Sul,RS,2026-02-11 17:38:18.048733 UTC
bcc8a7c8e6def06f569a5efdd5df6f49,db83bc096f71a2674878e0e06768242e,3cd61a204297c2e7376e640f09c4ba96,414bd23ba0b19d9f6efd8c87ce5729c9,147f7cf1bc9db06564489c68600d4b0c,2024-01-05,ATIVO,120,2024-01-07,2024-01-11,ENTREGUE,INSTALADO,SIM,Salvador,BA,2026-02-11 17:35:21.302056 UTC
6ad22267b3738c3db18b25555d7f5271,ab936ef17490d55ad54e8279173cf3be,e82b950528b8b115256fa3fb5ba379ee,5127c2a3daff9d7063197235b639c248,147f7cf1bc9db06564489c68600d4b0c,2023-04-14,ATIVO,120,2023-04-17,2023-04-20,ENTREGUE,INSTALADO,SIM,Salvador,BA,2026-02-11 17:38:17.995199 UTC
7c9d5c5d932d10a30383ca2f09b04fb5,f491a21232b5312de614c27d40148705,64513701dbc7370afd219114f0134ccd,232e8f0eb62df3572ddca604797ebc61,147f7cf1bc9db06564489c68600d4b0c,2024-09-13,ATIVO,120,2024-09-21,2024-10-03,ENTREGUE,PENDENTE,NÃO,Salvador,BA,2026-02-11 17:35:21.283477 UTC
fe4349195a70973de0e069887e63b49f,ec84acce1be841864eb50ae0949aa2b1,a197c3ccf2e0656371cb910d02f5c9a7,a185d22c9649a544f67cd44fac114aad,1bd9704f4c82330857179d9307347c71,2025-04-28,ATIVO,120,2025-05-01,2025-05-05,ENTREGUE,INSTALADO,SIM,Aparecida De Goiânia,GO,2026-02-11 17:38:18.010143 UTC
8753bd52a170312f3c56ff0136c2643f,cecb8f34f5e529e3877274b4a97b0bb5,f354432b82d0ef46f8064e769e5eb504,c89f6195ec2d158d3f0988671f894405,1bd9704f4c82330857179d9307347c71,2023-09-21,ATIVO,120,2023-09-25,2023-09-30,ENTREGUE,INSTALADO,SIM,Aparecida De Goiânia,GO,2026-02-11 17:38:18.009194 UTC
4f777ccc21c1205df2b73db45763c707,839f1113e352f1c136458382e34890d7,fb52268f6caf7929895df9086de8f554,d18475490a76615f21e5a28f07b14099,214680acace47db0b01811ad7f2acb67,2024-04-20,ATIVO,100,2024-04-30,2024-05-10,ENTREGUE,PENDENTE,NÃO,Vitória,ES,2026-02-11 17:38:18.007479 UTC
84fca1238dd8e8a47c0a6883915319f7,eb56fde2c4e4cb10bb8beac57e78a06f,1dce3c87efbb862339c1a0bf215d6345,e43e42e56d8a323d23fce808113aeacf,214680acace47db0b01811ad7f2acb67,2023-11-11,ATIVO,100,2023-11-17,2023-12-02,ENTREGUE,INSTALADO,NÃO,Vitória,ES,2026-02-11 17:38:18.000472 UTC
ad3cfe30d4522d78bd2ac71c301000dd,4c606044067125f89fef5c85795d8d26,221f53d9038a0bd003b2d5820ae8a314,27424224fa612be943e915f1963bd999,214680acace47db0b01811ad7f2acb67,2024-08-21,ATIVO,100,2024-08-30,2024-09-01,ENTREGUE,INSTALADO,SIM,Vitória,ES,2026-02-11 17:35:21.314000 UTC
c7732b43ebe6fb29e43d72052c80d75a,d768c3d2eb95a535be26e4f2d70e15d6,538a11b4040da7b8751641f42e544f5f,381fefb67139da2b7e1ae458b47c2356,224884e400ba4e9c9956ba0e34f2ecc7,2024-11-28,INATIVO,110,2024-12-08,2024-12-15,ENTREGUE,INSTALADO,SIM,Porto Alegre,RS,2026-02-05 01:54:33.557723 UTC
9bbcb21411bd135e84c557066f2cf000,48988de75d6d7c47ccf1546e42b5785d,4d7362094143fa2a8ed16da19ae2fd44,9e1076c247a77c6f1da134cd7ae38982,224884e400ba4e9c9956ba0e34f2ecc7,2025-12-17,ATIVO,150,2025-12-22,2025-12-30,ENTREGUE,INSTALADO,SIM,Porto Alegre,RS,2026-02-11 17:35:21.308263 UTC
807ae5c48ac21bdeeef7ed023482e266,89875bae82e375a26ca1ee62be0083aa,a991d7148b502f58d3dda5d3e62e4aee,18b297c17894d158dd44595fab3b85ed,224884e400ba4e9c9956ba0e34f2ecc7,2025-11-05,INATIVO,110,2025-11-15,2025-11-30,ENTREGUE,INSTALADO,SIM,Porto Alegre,RS,2026-02-05 01:54:33.557723 UTC
6d63fb02a6d11cc328614f20c4c4bdfb,9e0238e89f76f585664a169cd33ee360,45e81385ae22169bfe52095a64170ff0,fb8262cd837530ecabeaa14766e46f4c,224884e400ba4e9c9956ba0e34f2ecc7,2024-05-07,ATIVO,110,2024-05-14,2024-05-21,ENTREGUE,INSTALADO,NÃO,Porto Alegre,RS,2026-02-11 17:35:21.295880 UTC
dd9470884c6e930c5c67b2b27e8e72e5,38db0a571802a12f820238f2db7a5878,61798767025e0706c4de59594c724b7f,c03967ee3f1896eff9179f5619ead6cd,224884e400ba4e9c9956ba0e34f2ecc7,2023-08-15,ATIVO,150,2023-08-23,2023-08-27,ENTREGUE,INSTALADO,SIM,Porto Alegre,RS,2026-02-11 17:38:18.013514 UTC
f80f9ceb80750667ff3604bc40462c79,cace099c31f67903c370a820ae528843,ab1a9fb2d39fc7919d42cdd982d24a8a,e6372070f22645382ee64eb7563298aa,224884e400ba4e9c9956ba0e34f2ecc7,2023-09-01,ATIVO,150,2023-09-08,2023-09-20,ENTREGUE,PENDENTE,NÃO,Porto Alegre,RS,2026-02-11 17:38:17.992259 UTC
9c8354d3b011389734fac16995a26a8a,d21cd52c62c4f7e68034e76f9d92a86d,4ad71689a2a6572467e47e7268e77d81,c5c2c54d6c500d8077b0d10ef230dac7,224884e400ba4e9c9956ba0e34f2ecc7,2025-07-06,ATIVO,110,2025-07-14,2025-07-16,ENTREGUE,INSTALADO,SIM,Porto Alegre,RS,2026-02-11 17:38:18.020717 UTC
ad51f11043f26f9458e5508c8f61137f,652b61888a3d7e543d1e592029bf9664,0b98fce4840111afdf64e81204fb5d2d,54273dea7480d7e9e095f480163bb667,224884e400ba4e9c9956ba0e34f2ecc7,2023-04-28,ATIVO,150,2023-05-07,2023-05-21,ENTREGUE,INSTALADO,SIM,Porto Alegre,RS,2026-02-11 17:38:17.984395 UTC
60d3889e059e601a698446a651199257,f8faf733e05ba440d4b43aaf3b377294,3bdfdeb08bd1fe68b97832ad6feeb13d,a6b9d875f395cd6f85b3802c2f02b839,224884e400ba4e9c9956ba0e34f2ecc7,2026-02-13,ATIVO,110,2026-02-15,2026-02-19,ENTREGUE,INSTALADO,SIM,Porto Alegre,RS,2026-02-11 17:34:11.169443 UTC
0a8fd243332fdd71d1ed12592f04ea5e,ff015653fa8bec9fcdda618b6a8de5cc,0c672fcc797a528dc90335937c12b01a,5544b881954986c655fb6ff9b1077d07,224884e400ba4e9c9956ba0e34f2ecc7,2025-08-10,ATIVO,110,2025-08-18,2025-08-26,ENTREGUE,PENDENTE,NÃO,Porto Alegre,RS,2026-02-11 17:35:21.276400 UTC
